lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
33,131.88,1,11,6,4,3,2,2018,1,1
18,61.53,1,11,20,4,2,2,2018,2,1
10,58.0,0,12,11,3,3,2,2017,2,1
12,72.96,0,1,10,4,5,2,2018,2,1
103,96.05,0,4,6,4,4,1,2018,2,1
2,77.25,0,1,7,4,3,0,2018,2,1
0,82.66,0,7,23,4,1,0,2018,2,1
44,106.2,1,4,27,4,2,0,2018,2,1
62,72.75,0,3,7,4,4,1,2018,2,0
12,65.0,1,6,20,2,0,1,2018,1,1
2,116.27,1,7,9,4,1,0,2018,2,1
166,110.0,0,11,1,4,3,0,2018,1,0
36,148.5,2,10,3,4,1,1,2018,2,1
2,88.0,0,3,16,0,2,0,2018,1,1
10,129.0,0,5,15,2,9,4,2018,2,1
43,149.4,1,5,18,4,1,0,2018,2,1
184,105.3,2,8,9,4,3,0,2018,2,0
58,113.4,0,6,20,4,2,1,2018,2,0
102,101.5,0,10,16,3,2,0,2017,2,0
44,107.1,0,4,2,4,1,1,2018,2,0
73,107.95,1,4,9,4,2,2,2018,2,0
156,114.83,1,7,5,4,4,0,2018,2,0
37,94.5,0,9,16,4,2,0,2017,1,1
94,111.33,1,10,8,4,1,2,2018,1,1
16,0.0,1,10,8,4,0,0,2017,2,1
1,65.0,0,3,29,2,1,0,2018,1,1
77,75.0,1,12,9,3,2,0,2018,2,1
189,60.0,1,3,25,3,2,1,2018,2,1
22,95.0,1,11,19,4,3,0,2017,2,1
222,118.0,0,4,28,4,3,2,2018,2,0
145,94.5,0,8,29,3,1,2,2017,2,1
123,120.34,0,10,21,4,5,2,2018,2,1
0,89.0,1,4,4,4,0,1,2018,1,1
34,100.35,2,8,28,4,4,2,2018,2,0
83,159.3,2,4,3,4,1,2,2018,2,1
181,250.0,1,10,11,3,1,0,2018,1,0
42,90.76,1,2,14,4,3,2,2018,2,1
14,95.0,0,10,3,2,0,1,2018,1,1
184,98.1,0,10,12,4,1,0,2018,2,0
2,94.0,0,11,2,0,2,0,2018,1,1
38,145.8,1,9,21,4,2,1,2017,2,1
99,80.5,0,2,19,2,2,0,2018,1,1
30,88.56,1,7,14,3,3,1,2018,2,1
210,72.75,0,10,8,3,3,1,2017,2,1
4,85.5,0,4,7,3,3,0,2018,2,1
287,100.8,2,9,29,4,3,0,2018,1,0
23,109.0,0,3,18,4,1,0,2018,2,1
27,139.0,2,7,6,4,1,0,2018,1,1
346,115.0,1,9,13,3,2,0,2018,2,0
27,151.0,1,7,8,4,2,0,2018,2,1
48,79.2,2,11,4,4,2,1,2018,2,1
386,115.0,1,10,23,3,0,2,2018,2,0
90,73.95,0,3,7,4,4,1,2018,2,0
133,105.3,1,8,21,4,0,2,2018,2,1
68,118.8,1,4,26,4,2,0,2018,1,1
82,85.5,0,6,23,4,1,0,2018,2,0
30,67.0,0,11,13,2,0,1,2018,1,1
2,169.33,0,8,15,4,2,1,2018,2,1
118,114.3,1,8,11,4,1,0,2018,2,1
134,65.0,0,12,4,3,2,2,2017,2,1
33,117.33,2,9,15,4,2,0,2018,2,1
40,109.8,2,9,1,4,1,0,2018,2,1
43,117.9,1,4,8,4,1,0,2018,2,1
88,76.5,0,8,14,4,2,0,2017,2,1
32,73.0,0,11,20,3,2,0,2017,1,1
117,97.75,1,6,28,4,4,0,2018,2,1
54,156.93,2,7,10,4,0,1,2018,2,1
259,90.0,0,5,5,3,3,0,2018,2,0
134,103.5,0,8,10,4,2,0,2018,2,0
180,100.0,1,5,2,3,1,1,2018,2,1
78,90.63,2,11,12,4,5,2,2018,2,0
1,159.0,2,3,24,4,1,0,2018,2,1
13,90.6,1,11,22,3,0,2,2017,2,1
42,121.78,2,11,1,4,9,2,2018,2,1
88,150.45,2,4,3,4,2,2,2018,2,1
36,102.6,2,10,13,4,1,0,2018,1,1
1,96.0,0,8,29,4,1,2,2017,1,1
46,73.9,0,3,3,4,3,0,2018,1,0
96,94.5,0,7,11,3,1,2,2017,2,0
22,140.0,0,5,20,3,2,0,2018,2,1
16,131.0,1,7,28,4,2,0,2018,2,0
147,143.1,2,9,18,4,3,2,2018,2,1
37,72.91,1,9,5,4,3,1,2018,1,1
24,119.0,2,10,20,4,3,0,2018,2,1
8,185.67,0,3,25,4,2,1,2018,2,0
98,117.9,1,8,21,4,2,2,2018,2,1
102,86.4,2,12,6,4,2,0,2018,1,0
55,104.0,0,4,6,3,1,0,2018,2,1
102,109.0,0,10,16,3,2,0,2017,2,1
53,116.1,0,5,6,4,2,0,2018,2,0
12,71.0,0,1,19,3,2,0,2018,1,1
59,75.0,0,11,18,3,2,2,2018,2,1
22,112.25,2,8,28,4,2,2,2018,2,1
154,114.3,1,8,24,4,1,0,2018,2,0
196,105.3,0,8,4,4,3,0,2018,2,0
62,75.0,0,11,21,3,2,1,2018,2,1
99,65.0,0,10,30,3,2,2,2017,2,0
58,178.56,2,12,29,4,3,2,2018,2,1
151,71.0,0,1,19,3,2,0,2018,1,1
168,76.58,1,7,26,4,4,0,2018,2,1
2,136.0,1,6,11,4,1,0,2018,2,1
146,127.8,2,7,8,4,1,0,2018,2,1
71,98.0,0,5,10,3,3,0,2018,1,1
199,98.1,1,10,1,4,1,1,2018,2,1
41,85.67,0,3,13,2,1,2,2018,2,1
12,65.0,1,6,14,2,2,0,2018,1,1
24,55.0,0,12,4,3,2,0,2017,2,1
6,81.0,1,12,16,4,1,0,2017,1,1
140,88.77,1,7,2,4,1,1,2018,2,1
9,95.2,1,12,28,4,4,0,2018,2,1
111,102.75,1,5,9,4,3,1,2018,2,1
275,90.0,0,10,5,3,4,1,2018,2,0
12,80.0,0,1,26,2,2,0,2018,1,1
50,98.55,0,10,19,3,2,0,2018,2,1
15,195.4,0,3,17,4,3,2,2018,2,0
33,64.0,0,1,25,2,1,1,2018,2,1
230,137.0,0,9,6,3,5,0,2018,2,0
15,174.0,2,9,20,4,2,2,2017,2,1
6,145.9,0,8,25,4,3,1,2018,2,0
386,115.0,1,10,23,3,0,2,2018,2,0
10,79.0,0,11,7,0,3,1,2018,1,0
31,75.0,1,10,25,3,1,2,2017,2,1
116,70.0,0,2,28,3,1,2,2018,2,0
9,75.0,0,1,29,4,1,0,2018,2,1
177,100.0,0,6,3,3,2,0,2018,2,0
24,105.0,0,9,15,4,3,0,2017,2,1
4,95.0,0,5,2,3,0,1,2018,2,1
134,103.5,2,8,11,4,3,0,2018,2,1
45,143.65,0,3,28,4,3,1,2018,2,0
87,131.4,2,8,31,4,4,0,2018,2,1
101,90.0,2,11,18,4,2,0,2018,2,0
92,90.0,0,11,11,3,1,0,2018,2,1
86,205.06,2,7,15,4,2,0,2018,2,1
28,90.25,1,9,4,4,2,2,2017,1,1
8,56.0,0,3,1,3,3,0,2018,1,1
257,80.0,0,7,1,3,2,0,2017,1,1
99,137.1,1,9,5,4,2,1,2018,2,1
90,99.45,1,4,23,4,5,2,2018,2,0
44,85.5,0,9,18,3,2,2,2018,2,1
21,85.0,0,3,4,4,1,0,2018,1,0
26,139.0,1,9,25,4,1,2,2018,2,1
30,186.22,1,11,2,4,9,4,2018,1,0
3,78.2,0,12,6,3,0,2,2017,2,1
120,121.5,1,7,13,4,3,0,2018,2,1
27,111.0,1,4,25,4,0,1,2018,1,1
138,117.91,1,5,21,4,5,2,2018,2,0
61,99.9,0,7,23,4,1,1,2018,2,0
80,80.75,0,6,4,3,1,2,2018,2,1
110,72.8,0,4,20,4,2,0,2018,2,1
71,146.7,2,7,24,4,0,1,2018,3,1
86,104.4,2,10,26,4,2,0,2018,1,1
3,65.0,0,9,27,2,0,2,2017,1,1
94,131.4,0,8,24,4,4,0,2018,2,0
41,60.0,0,11,8,3,2,2,2017,2,1
22,67.52,0,3,6,4,3,2,2018,2,1
39,137.7,0,4,21,4,3,1,2018,3,1
74,80.0,0,9,18,3,2,0,2017,1,1
4,65.46,1,11,13,4,0,1,2018,1,1
30,125.1,2,9,15,4,1,0,2018,2,1
78,117.9,0,8,7,4,0,1,2018,2,0
290,90.95,0,10,20,4,3,2,2018,2,0
0,65.0,0,9,20,2,0,2,2017,1,1
80,126.9,1,5,2,4,1,1,2018,2,1
70,113.87,2,12,8,4,3,0,2018,2,1
170,86.24,2,7,28,4,3,0,2018,2,1
147,76.5,0,8,11,4,3,0,2017,2,0
161,82.35,2,8,16,4,2,0,2018,3,1
279,73.95,0,12,21,4,4,0,2018,2,0
105,75.0,0,10,12,3,3,0,2018,2,0
28,74.7,0,2,3,4,7,2,2018,1,0
108,87.3,2,3,30,4,3,0,2018,2,0
25,108.0,0,9,12,4,0,1,2018,1,0
36,130.32,0,5,22,3,0,2,2018,2,1
185,103.5,0,12,16,4,2,1,2018,2,1
157,85.5,0,6,30,4,3,0,2018,2,0
19,118.0,1,9,6,4,2,0,2018,1,1
130,85.5,1,8,1,4,1,2,2017,2,0
86,100.0,0,9,9,2,2,0,2017,2,1
14,121.0,1,6,8,4,1,0,2018,2,1
4,82.9,1,1,10,4,0,2,2018,1,1
239,112.2,0,6,15,3,2,0,2018,2,0
1,124.0,0,6,7,4,1,0,2018,1,1
46,102.6,2,12,7,4,3,0,2018,2,1
49,71.0,0,12,30,3,4,0,2017,2,1
114,130.0,0,10,13,3,2,0,2018,2,1
1,81.0,0,2,26,4,1,0,2018,2,1
30,140.0,0,6,2,3,2,0,2018,2,1
64,150.45,2,5,9,4,3,1,2018,3,1
263,67.0,0,9,21,3,0,1,2017,2,1
55,104.0,0,4,6,3,1,0,2018,2,1
23,149.0,0,6,18,4,1,2,2018,2,0
1,139.0,0,7,8,4,1,0,2018,2,0
5,92.31,2,8,17,4,10,3,2017,1,0
104,72.25,1,4,18,4,3,1,2018,2,0
6,114.4,0,7,5,3,1,0,2018,1,1
5,110.0,1,5,24,2,2,0,2018,2,1
162,96.9,0,8,11,3,3,2,2018,3,1
71,69.05,0,3,17,4,2,0,2018,2,1
63,94.5,0,4,21,4,3,0,2018,2,0
165,103.5,1,7,10,4,0,1,2018,2,0
204,100.0,0,5,5,4,3,0,2018,2,0
274,107.0,2,8,9,4,3,0,2018,2,0
160,107.61,1,5,23,4,4,1,2018,2,0
4,85.0,0,9,19,3,0,1,2018,2,1
129,128.7,0,8,25,4,2,0,2018,3,1
258,96.3,0,10,29,4,1,2,2018,2,0
1,85.0,0,9,29,2,2,0,2017,1,1
226,70.0,1,10,29,3,2,2,2018,2,1
70,149.4,0,9,15,4,2,0,2018,2,0
17,148.38,2,5,7,4,2,2,2018,2,1
238,126.9,1,9,21,4,2,0,2018,2,0
24,107.1,0,9,26,4,1,1,2018,2,0
2,102.0,1,2,13,4,1,0,2018,2,1
4,91.0,0,2,13,4,1,2,2018,2,1
291,115.0,0,8,19,3,2,0,2018,2,0
156,122.63,2,10,31,4,3,1,2018,3,0
126,139.5,0,8,3,4,1,0,2018,2,0
216,172.23,0,11,6,4,5,2,2018,1,0
1,164.0,0,10,6,4,2,0,2018,1,1
34,99.9,0,4,12,3,1,0,2018,1,1
188,130.0,0,6,15,3,2,0,2018,1,0
17,65.0,0,9,20,2,1,2,2017,1,1
57,90.67,1,6,10,3,2,1,2018,2,1
5,0.0,0,8,19,1,1,0,2017,1,1
103,115.0,0,4,19,4,2,0,2018,1,0
160,102.3,0,7,17,4,1,2,2018,2,0
99,65.0,0,10,30,3,2,2,2017,2,0
2,205.0,0,10,10,4,1,1,2017,2,0
51,152.1,1,8,22,4,2,1,2018,2,1
18,87.0,0,2,21,3,2,2,2018,2,1
8,130.0,0,11,5,3,1,0,2018,2,1
104,67.9,2,8,11,4,3,0,2017,2,1
188,130.0,0,6,15,3,2,0,2018,1,0
12,77.25,1,12,24,4,2,0,2017,0,1
166,122.4,1,10,3,4,3,1,2018,2,0
37,65.0,0,5,8,2,0,1,2018,1,1
40,189.9,0,4,6,4,1,0,2018,2,0
74,109.0,0,9,18,3,2,0,2017,2,1
0,114.0,1,8,20,4,1,0,2017,1,1
11,130.0,1,11,5,4,1,0,2018,2,0
0,109.0,0,8,14,3,2,0,2017,2,1
338,90.67,1,10,7,3,2,1,2018,2,1
101,132.6,0,5,25,4,4,0,2018,2,1
3,120.0,0,10,16,4,0,2,2018,2,1
135,130.5,1,8,13,4,1,0,2018,2,1
245,75.0,0,6,17,3,2,0,2018,2,0
0,135.0,0,5,24,4,1,0,2018,1,0
176,0.0,0,9,8,4,0,0,2018,1,1
26,133.5,2,9,12,4,1,1,2017,2,1
118,110.0,0,6,6,3,2,1,2018,1,1
0,159.0,0,9,15,4,1,0,2018,1,1
28,277.0,2,7,20,4,1,0,2018,2,1
38,81.0,0,6,19,3,1,2,2018,1,1
25,113.31,1,6,26,4,4,2,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
6,78.2,0,11,4,3,4,1,2017,2,1
119,127.8,0,8,16,4,2,0,2018,2,0
50,118.8,0,10,4,4,3,0,2018,2,0
50,146.7,1,4,21,4,2,0,2018,2,1
253,78.3,2,12,8,4,3,0,2018,2,1
128,97.42,1,7,11,4,2,1,2018,2,1
95,107.1,0,8,1,4,2,1,2018,2,0
50,93.6,2,11,18,4,2,1,2018,2,1
17,91.0,1,2,15,4,3,1,2018,2,1
279,110.0,0,10,12,3,3,0,2018,2,0
59,93.08,1,4,11,3,3,1,2018,2,1
1,226.17,1,10,2,4,2,1,2017,2,1
324,87.3,0,11,21,4,2,1,2018,2,0
188,130.0,0,6,15,4,2,0,2018,1,0
5,70.0,0,10,28,3,4,0,2017,2,1
0,100.0,1,1,25,4,3,1,2018,2,1
4,121.0,0,6,9,4,1,0,2018,2,0
72,68.4,1,3,14,4,3,1,2018,2,0
1,56.47,0,5,8,4,0,1,2018,2,1
335,80.0,0,10,13,3,3,0,2018,1,1
14,73.0,0,5,27,3,1,0,2018,2,1
40,83.16,1,10,13,4,1,0,2018,2,1
119,116.45,1,7,19,4,4,0,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
212,70.0,0,5,20,3,3,2,2018,1,1
100,110.0,0,9,28,3,4,0,2018,1,1
105,110.0,0,10,12,3,2,1,2017,2,0
18,96.0,1,9,4,4,2,0,2017,2,1
111,58.0,0,3,27,3,2,2,2018,2,1
227,76.5,3,8,17,4,9,3,2017,2,1
12,128.0,2,8,1,4,2,1,2018,2,1
28,130.0,0,10,29,3,1,0,2017,1,1
251,108.8,0,9,22,4,4,2,2018,2,0
55,60.0,1,11,18,3,4,0,2017,2,1
61,125.1,0,9,12,4,1,1,2018,2,0
30,94.5,2,10,7,4,3,0,2017,2,1
47,99.9,0,4,12,4,1,0,2018,1,0
1,31.0,1,2,26,2,2,0,2018,2,1
53,90.9,0,4,2,4,1,0,2018,2,0
101,148.9,1,8,8,4,5,3,2018,2,1
53,120.0,0,10,14,3,1,0,2018,1,1
97,76.5,1,8,19,4,1,0,2017,2,1
51,110.0,0,6,5,2,5,2,2018,1,0
75,96.78,1,10,2,4,0,2,2018,2,1
320,115.0,1,8,18,3,2,0,2018,2,0
263,110.0,0,10,21,4,2,0,2018,2,0
30,195.53,0,9,24,4,2,2,2018,2,0
18,160.67,1,9,28,4,3,0,2018,1,1
164,100.0,0,10,2,3,2,0,2017,1,1
36,102.6,2,10,13,4,1,0,2018,1,1
120,132.3,2,10,13,4,3,0,2018,1,1
217,90.1,2,5,25,4,4,0,2018,2,0
9,71.84,1,3,1,4,3,0,2018,1,1
1,45.0,2,4,28,3,1,0,2018,1,1
45,131.4,1,3,19,4,1,1,2018,3,0
35,95.4,0,3,5,4,1,1,2018,2,0
103,93.6,1,12,2,4,2,1,2018,2,0
154,79.2,2,12,8,4,2,0,2018,2,1
16,83.03,0,3,8,4,1,0,2018,2,0
18,65.0,1,6,20,2,0,1,2018,1,1
2,111.0,1,11,22,4,1,0,2018,2,1
1,111.0,1,8,1,4,0,1,2018,2,1
221,65.0,0,10,10,3,1,2,2017,2,1
156,171.96,2,8,13,4,5,2,2018,2,0
55,168.3,0,9,20,4,3,0,2018,3,0
14,166.0,1,8,14,4,3,2,2018,2,1
28,85.0,0,10,20,3,3,0,2018,2,1
13,96.0,0,12,5,4,0,1,2018,1,1
15,150.0,2,10,19,4,3,0,2018,1,1
51,92.82,1,3,16,4,4,0,2018,3,1
38,64.72,1,10,31,3,4,2,2017,2,1
134,89.25,0,7,13,4,4,0,2018,2,1
53,135.9,3,9,9,4,2,0,2018,2,1
1,0.0,1,1,8,4,0,0,2018,2,1
2,0.0,1,9,10,1,1,0,2017,1,1
87,112.25,1,10,23,3,1,2,2018,2,1
25,76.5,0,8,15,3,1,1,2018,2,1
7,215.0,1,4,15,3,2,0,2018,3,1
229,89.25,0,10,22,4,2,2,2018,2,0
14,98.67,1,10,30,3,2,1,2017,2,1
5,84.0,0,5,8,3,0,2,2018,1,1
35,67.5,0,2,12,4,2,0,2018,2,0
1,77.25,1,12,19,4,1,0,2017,2,1
67,85.0,0,10,3,3,5,2,2018,2,0
90,48.6,0,7,7,4,15,5,2017,1,0
315,52.0,0,12,2,3,2,0,2018,2,1
67,185.1,0,4,27,4,3,0,2018,2,0
19,147.0,0,3,18,4,2,0,2018,2,0
0,75.0,0,8,10,4,0,1,2017,2,0
111,198.9,2,5,27,4,2,1,2018,2,1
0,90.0,2,8,5,4,3,0,2017,2,1
99,112.05,0,7,9,4,2,2,2018,1,0
0,106.0,0,2,13,4,1,1,2018,2,0
103,95.0,0,5,4,4,3,0,2018,2,0
39,96.3,2,11,27,4,2,1,2017,2,1
346,115.0,1,9,13,3,2,0,2018,2,0
12,65.0,1,9,19,2,0,1,2018,1,1
76,79.56,0,7,13,3,4,0,2018,2,1
9,75.0,1,11,1,4,1,2,2017,1,1
61,207.64,1,9,7,4,5,2,2018,2,1
232,100.3,0,9,5,4,3,1,2018,2,0
16,127.0,1,3,19,4,1,0,2018,2,1
146,113.56,0,8,9,3,3,0,2018,2,1
60,128.85,0,5,16,4,2,1,2018,2,1
13,82.4,0,8,21,4,3,2,2018,2,1
30,96.3,5,10,14,4,3,0,2017,2,1
105,75.0,0,10,12,3,3,0,2018,2,0
53,113.4,2,10,5,4,2,0,2018,1,1
59,168.3,0,9,24,4,1,1,2018,3,0
8,129.0,0,9,11,4,0,1,2018,1,1
28,156.25,2,4,11,4,3,1,2018,2,1
1,230.0,1,11,10,4,1,0,2018,2,1
11,203.5,0,4,24,4,2,2,2018,2,0
192,95.0,0,6,24,3,2,0,2018,1,1
19,90.0,0,10,6,3,3,0,2017,2,1
14,85.0,0,2,18,4,2,0,2018,1,0
4,103.0,1,7,1,2,1,0,2018,1,1
6,67.0,0,11,16,2,1,0,2018,1,1
31,53.19,1,3,4,4,2,1,2018,2,1
67,91.2,1,9,5,4,2,1,2018,2,0
111,107.1,1,8,12,4,2,0,2018,2,1
110,120.0,0,10,9,3,0,1,2018,1,0
105,88.12,0,3,20,4,4,2,2018,2,1
8,174.0,2,9,3,4,2,0,2017,2,1
4,95.0,0,5,16,2,1,1,2018,1,1
82,76.5,0,7,16,4,5,2,2017,2,0
40,6.0,1,1,14,4,3,0,2018,0,1
24,50.0,0,12,5,2,2,2,2017,2,1
189,60.0,1,3,25,3,2,1,2018,2,1
62,75.0,0,11,20,3,2,2,2018,2,1
31,63.0,0,11,7,3,0,1,2018,1,1
245,110.0,0,7,6,3,4,2,2018,1,0
91,80.0,0,9,30,3,2,1,2018,2,1
87,58.9,1,7,10,4,7,3,2017,2,0
83,76.5,1,8,5,4,4,1,2017,2,1
139,72.25,1,12,3,4,1,0,2017,2,0
301,115.0,1,7,30,4,1,1,2018,2,0
31,75.0,0,9,16,4,2,1,2018,2,0
74,101.5,0,9,18,3,2,0,2017,2,1
39,101.5,0,8,14,3,2,0,2017,2,1
230,96.3,1,9,2,4,2,1,2018,2,1
2,143.22,2,4,1,4,2,2,2018,3,1
94,138.25,0,7,13,4,3,0,2018,2,1
418,107.0,0,9,26,4,2,1,2018,2,0
10,66.0,0,2,4,2,1,0,2018,1,1
36,112.0,0,10,13,3,3,0,2017,2,1
48,75.0,0,11,1,3,4,0,2018,2,1
4,139.0,1,7,6,4,2,0,2018,2,1
245,75.0,0,6,17,3,2,0,2018,2,0
51,87.3,0,7,21,3,5,2,2018,2,1
168,85.0,0,4,22,3,2,1,2018,2,0
39,126.0,1,10,2,4,1,2,2018,2,0
246,58.36,1,12,27,4,5,2,2018,2,1
418,107.0,0,9,26,3,2,1,2018,2,0
85,113.4,2,10,17,4,2,1,2018,1,1
78,154.29,1,12,29,3,3,1,2018,1,1
134,65.0,0,12,4,3,2,2,2017,2,1
43,119.0,1,10,25,4,1,0,2018,2,1
53,134.45,3,11,10,4,3,1,2018,3,1
386,115.0,1,10,23,4,0,2,2018,2,0
0,85.0,0,2,24,4,1,0,2018,1,1
0,109.0,0,8,14,3,2,0,2017,2,1
41,110.7,1,6,20,4,3,1,2018,2,1
73,85.0,0,7,14,3,3,0,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
292,90.0,0,7,21,3,2,0,2018,1,1
159,70.0,1,4,9,3,1,1,2018,2,1
308,52.0,0,11,25,3,2,0,2018,2,0
35,93.6,0,12,20,4,2,0,2018,2,0
64,130.0,0,5,17,2,2,0,2018,1,1
139,228.6,2,7,4,4,2,1,2018,2,0
140,113.9,0,7,31,4,3,2,2018,2,0
33,147.25,4,9,26,4,1,1,2018,2,1
165,99.45,2,7,21,4,3,2,2018,2,1
17,113.33,1,10,1,4,3,0,2017,2,1
163,105.3,2,8,1,4,0,1,2018,2,0
22,64.37,1,11,14,4,2,1,2018,2,1
62,70.78,1,7,18,4,3,1,2018,2,1
80,93.6,1,11,19,4,1,2,2018,2,1
58,152.08,1,9,26,4,3,1,2018,3,1
52,166.5,2,9,1,4,3,1,2018,2,1
19,99.0,2,5,9,4,1,1,2018,2,1
320,115.0,1,8,18,3,2,0,2018,2,0
56,185.0,1,9,25,3,2,2,2017,3,1
55,100.0,0,9,9,2,2,0,2017,2,0
1,0.0,1,9,1,1,1,0,2017,1,1
23,88.0,2,11,17,4,2,0,2018,2,1
47,119.17,0,4,25,4,4,1,2018,2,0
100,72.25,2,12,12,4,1,2,2017,2,1
3,120.0,0,10,1,4,1,0,2017,1,1
74,80.0,0,9,18,3,2,0,2017,1,1
236,6.0,1,7,28,4,4,2,2018,0,1
102,109.0,0,10,16,3,2,0,2017,2,1
126,85.5,1,7,27,4,2,1,2017,2,1
1,98.0,0,8,9,4,0,1,2017,2,1
100,108.0,0,10,16,3,1,0,2017,2,0
4,169.0,2,9,4,4,3,2,2018,2,1
0,0.0,1,5,4,1,1,0,2018,1,1
29,75.0,0,10,20,3,3,0,2017,2,1
77,97.02,0,3,26,4,5,2,2018,2,0
17,87.5,1,8,29,4,4,2,2017,1,0
209,128.7,1,10,21,4,3,2,2018,3,0
169,106.0,0,4,22,4,2,2,2018,2,0
253,2.0,0,9,26,4,2,1,2018,1,1
63,87.3,0,3,5,4,1,2,2018,2,0
94,144.0,1,4,28,4,2,0,2018,3,1
0,80.0,1,8,4,4,2,0,2017,2,1
51,75.0,0,11,11,3,2,2,2018,2,1
102,140.4,0,6,3,4,1,0,2018,2,1
1,109.0,1,3,16,4,1,0,2018,2,1
161,116.1,0,9,8,4,3,0,2018,1,0
23,87.0,2,1,7,4,3,1,2018,2,1
51,107.1,0,7,6,4,1,0,2018,2,0
19,80.0,0,10,6,3,3,0,2017,1,1
14,91.43,1,8,17,4,4,1,2018,2,1
8,56.0,0,3,1,3,3,0,2018,1,1
36,85.0,0,10,25,3,3,0,2018,2,1
29,201.25,3,10,5,4,2,0,2018,3,1
14,100.0,0,10,15,3,2,0,2017,1,1
0,90.0,1,8,5,4,4,0,2017,2,1
7,119.0,1,4,15,4,2,0,2018,2,1
68,99.45,1,3,20,4,3,2,2018,2,1
0,50.0,1,3,17,2,1,0,2018,1,1
38,151.47,0,8,19,4,2,2,2018,3,0
56,82.0,0,9,17,3,2,0,2017,2,1
51,109.8,2,12,6,4,3,0,2018,2,1
70,170.1,0,9,3,4,4,2,2018,2,0
292,115.0,0,7,21,3,2,0,2018,2,0
24,153.23,1,11,7,4,2,1,2018,1,1
276,95.0,0,9,22,3,3,0,2018,2,0
0,68.85,2,7,23,4,1,0,2018,1,1
3,111.0,2,2,5,4,2,0,2018,2,1
82,109.37,0,4,16,4,4,2,2018,2,0
72,60.0,1,2,12,3,2,0,2018,2,1
123,93.08,0,4,21,4,3,1,2018,2,1
0,107.0,3,10,19,2,4,0,2018,2,1
0,140.0,0,10,30,4,0,1,2018,2,1
14,65.0,0,4,29,3,1,0,2018,2,1
27,110.0,0,11,15,3,4,0,2018,2,1
249,86.62,1,8,27,4,1,1,2018,2,0
120,127.8,0,8,8,4,3,1,2018,2,0
4,180.0,1,9,25,4,1,2,2018,2,1
130,90.95,1,6,28,4,5,0,2018,2,0
69,135.15,2,5,9,4,4,1,2018,1,1
1,89.0,0,4,13,4,1,0,2018,2,0
64,116.1,2,4,29,4,2,1,2018,2,1
88,156.6,1,11,26,4,1,0,2018,2,0
80,79.2,0,12,7,4,3,0,2018,2,0
150,101.0,0,1,2,3,1,2,2018,2,1
75,52.85,1,11,16,4,2,1,2017,2,1
86,65.0,1,5,20,3,2,1,2018,2,1
35,88.4,2,12,5,4,3,1,2018,2,1
8,187.55,1,9,12,4,1,1,2018,2,1
69,120.0,0,6,12,3,4,2,2018,1,0
126,106.03,2,5,4,4,4,0,2018,3,1
8,103.0,1,3,11,4,2,1,2018,1,1
15,88.8,0,3,4,4,2,0,2018,2,0
157,97.75,1,7,6,4,4,0,2018,2,1
102,101.5,0,10,16,3,2,0,2017,2,0
2,67.0,0,4,20,2,1,0,2018,1,1
0,75.0,0,3,24,3,1,0,2018,1,1
28,159.0,1,9,16,4,2,0,2018,2,1
12,90.0,3,8,23,4,2,2,2017,2,1
26,104.0,0,12,16,4,2,0,2018,2,0
37,88.39,1,12,14,4,5,2,2018,2,1
12,68.0,2,12,3,3,3,2,2018,2,1
75,77.03,1,6,26,4,2,2,2018,2,1
8,133.6,3,10,4,4,3,2,2017,2,1
124,94.5,0,8,8,3,1,2,2017,2,0
49,93.15,0,7,11,4,0,1,2018,2,0
2,86.32,0,1,2,4,4,2,2018,2,1
129,80.75,0,10,24,3,3,1,2018,2,1
45,217.75,3,3,15,4,8,2,2018,2,1
69,162.3,1,8,27,4,1,2,2018,3,0
24,148.0,2,8,4,4,2,0,2018,2,1
70,100.0,0,6,3,3,2,0,2018,2,1
115,151.2,0,10,15,4,4,2,2018,3,0
2,141.0,1,6,17,4,1,0,2018,2,1
240,95.4,0,9,14,4,2,0,2018,2,0
4,81.0,0,2,19,2,1,0,2018,1,1
210,72.75,0,10,8,3,3,1,2017,2,1
33,157.5,1,10,5,4,4,0,2018,1,0
53,123.3,2,9,3,4,1,1,2018,2,1
0,89.0,1,2,27,4,1,0,2018,2,1
18,128.0,1,6,23,4,1,0,2018,2,1
181,250.0,0,10,11,3,1,0,2018,2,0
290,73.95,0,12,1,4,3,1,2018,2,0
10,87.5,1,11,14,4,3,1,2018,2,1
38,118.58,1,3,19,4,2,2,2018,3,0
0,153.0,1,8,7,4,2,0,2017,2,1
47,101.7,1,6,21,4,1,0,2018,1,1
19,109.0,1,3,18,4,2,0,2018,2,1
174,70.0,0,10,10,3,1,1,2017,2,0
144,129.6,2,9,23,4,3,2,2018,2,1
224,86.62,1,8,1,4,2,1,2018,2,1
190,89.25,0,8,19,4,5,2,2018,2,0
36,112.0,0,10,13,3,3,0,2017,2,1
245,75.0,0,6,17,3,2,0,2018,2,0
42,109.31,1,4,28,4,3,1,2018,2,1
118,116.1,0,6,2,4,3,0,2018,2,0
26,90.0,2,10,19,3,3,1,2017,2,1
